,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
72,571000.0,4,2.0,2750.0,7807.0,1.5,0,7,2250.0,500,102,47.7168,-122.287,1510.0,7807,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,360000.0,4,2.5,2380.0,5000.0,2.0,0,8,2380.0,0,13,47.3608,-122.036,2420.0,5000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
74,349000.0,3,1.75,1790.0,50529.0,1.0,0,7,1090.0,700,53,47.3511,-122.073,1940.0,50529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,832500.0,4,4.0,3430.0,35102.0,2.0,0,10,2390.0,1040,32,47.5822,-121.98700000000001,3240.0,35020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
76,380000.0,4,1.75,1760.0,7300.0,1.0,0,7,880.0,880,62,47.6034,-122.125,1680.0,7500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
77,480000.0,3,1.0,1040.0,5060.0,1.0,0,7,1040.0,0,77,47.5636,-122.39399999999999,890.0,5060,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
78,410000.0,3,1.0,1410.0,5060.0,1.0,0,7,910.0,500,62,47.7073,-122.34,1130.0,5693,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
79,720000.0,4,2.5,3450.0,39683.0,2.0,0,10,3450.0,0,16,47.342,-122.025,3350.0,39750,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80,390000.0,3,2.5,2350.0,5100.0,2.0,0,8,2350.0,0,15,47.3512,-122.008,2350.0,5363,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
81,360000.0,4,2.5,1900.0,5889.0,2.0,0,7,1900.0,0,26,47.349,-122.031,1870.0,6405,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82,355000.0,2,1.0,2020.0,6720.0,1.0,0,7,1010.0,1010,70,47.5474,-122.291,1720.0,6720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83,356000.0,3,1.5,1680.0,8712.0,1.0,0,8,1680.0,0,54,47.4811,-122.149,1850.0,8797,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84,315000.0,3,1.0,960.0,6634.0,1.0,0,6,960.0,0,66,47.7264,-122.31,1570.0,7203,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85,940000.0,3,1.5,2140.0,3600.0,2.0,0,9,1900.0,240,93,47.6337,-122.365,2020.0,4800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86,305000.0,5,2.25,2660.0,8400.0,1.5,0,7,2660.0,0,57,47.2909,-122.189,1590.0,8165,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,461000.0,3,3.25,2770.0,6278.0,2.0,0,9,1980.0,790,12,47.5228,-122.199,1900.0,7349,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88,215000.0,2,2.25,1610.0,2040.0,2.0,0,7,1610.0,0,39,47.518,-122.194,1950.0,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
89,335000.0,2,1.75,1030.0,1066.0,2.0,0,7,765.0,265,12,47.5394,-122.387,1030.0,1106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90,1100000.0,5,2.75,3520.0,6353.0,2.0,0,10,3520.0,0,17,47.6506,-122.391,2520.0,6250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
91,153000.0,3,1.0,1200.0,10500.0,1.0,0,7,1200.0,0,56,47.321999999999996,-122.351,1350.0,10500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,430000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.38600000000001,1570.0,4500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
93,700000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.38600000000001,1570.0,4500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
94,905000.0,4,2.5,3300.0,10250.0,1.0,0,7,2390.0,910,72,47.5873,-122.249,1950.0,6045,26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
95,247500.0,3,1.75,1960.0,15681.0,1.0,0,7,1960.0,0,51,47.3576,-122.277,1750.0,15616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,199000.0,4,1.5,1160.0,6400.0,1.0,0,7,1160.0,0,43,47.3036,-122.37799999999999,1160.0,6400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,314000.0,3,1.75,1810.0,41800.0,1.0,0,7,1210.0,600,38,47.4109,-121.958,1650.0,135036,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,437500.0,3,2.5,2320.0,36847.0,2.0,2,9,2320.0,0,26,47.4838,-121.714,2550.0,35065,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
99,850830.0,3,2.5,2070.0,13241.0,1.5,0,9,1270.0,800,108,47.6415,-122.315,2200.0,4500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,555000.0,3,2.0,1980.0,3478.0,1.5,0,7,1440.0,540,89,47.6775,-122.37200000000001,1610.0,3478,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
101,699950.0,3,2.25,2190.0,107593.0,2.0,0,8,2190.0,0,35,47.7731,-122.08,2570.0,47777,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,1090000.0,3,2.5,2920.0,8113.0,2.0,0,8,2920.0,0,68,47.5814,-122.196,2370.0,8113,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
103,290000.0,3,1.0,1210.0,33919.0,1.0,0,7,1210.0,0,64,47.4375,-122.184,1640.0,14910,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
104,375000.0,3,2.5,2340.0,10005.0,1.0,0,8,1460.0,880,40,47.4431,-122.133,2250.0,8162,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
105,460000.0,3,1.0,1670.0,4005.0,1.5,0,7,1170.0,500,79,47.6878,-122.38,1240.0,4005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106,188500.0,2,1.75,1240.0,2493.0,1.0,0,8,1240.0,0,33,47.3813,-122.322,1270.0,4966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,680000.0,4,2.5,3140.0,28037.0,2.0,0,10,3140.0,0,27,47.7304,-122.08200000000001,2990.0,35001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
108,470000.0,5,1.75,2030.0,12342.0,2.0,0,7,2030.0,0,76,47.6417,-122.109,2500.0,9433,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
109,597750.0,4,2.5,2310.0,9624.0,2.0,0,8,2310.0,0,34,47.5386,-122.053,1940.0,9636,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,570000.0,3,1.75,1260.0,3328.0,1.0,0,6,700.0,560,113,47.6823,-122.34899999999999,1380.0,3536,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,272500.0,3,1.75,1540.0,12600.0,1.0,0,7,1160.0,380,38,47.3624,-122.031,1540.0,11656,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
112,329950.0,3,1.75,2080.0,5969.0,1.0,2,7,1080.0,1000,47,47.5474,-122.295,2090.0,5500,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
113,480000.0,4,2.5,3230.0,16171.0,2.0,3,9,2520.0,710,17,47.3183,-122.25299999999999,2640.0,8517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,740500.0,3,3.5,4380.0,6350.0,2.0,0,8,2780.0,1600,118,47.6981,-122.368,1830.0,6350,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
115,518500.0,3,3.5,1590.0,1102.0,3.0,0,8,1590.0,0,8,47.6824,-122.34700000000001,1620.0,3166,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
116,205425.0,2,1.0,880.0,6780.0,1.0,0,6,880.0,0,73,47.5009,-122.24799999999999,1190.0,6780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,171800.0,4,2.0,1570.0,9600.0,1.0,0,6,1570.0,0,68,47.4965,-122.303,1880.0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,535000.0,4,1.0,1610.0,2982.0,1.5,0,7,1610.0,0,93,47.586999999999996,-122.294,1610.0,4040,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
119,660000.0,3,2.5,2400.0,6474.0,1.0,2,8,1560.0,840,54,47.7728,-122.38600000000001,2340.0,10856,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
120,391500.0,3,2.0,1450.0,9132.0,1.0,0,7,1450.0,0,31,47.7288,-122.226,1580.0,9104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,395000.0,2,1.0,770.0,6000.0,1.0,0,6,770.0,0,65,47.6999,-122.36399999999999,1710.0,6000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
122,445000.0,4,1.75,2100.0,4400.0,1.5,0,7,1720.0,380,94,47.5299,-122.266,1850.0,4400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,770000.0,3,2.25,2910.0,10204.0,2.0,0,9,2910.0,0,28,47.6897,-122.098,2700.0,13992,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124,1129575.0,4,2.75,2750.0,17789.0,1.5,0,8,1980.0,770,104,47.6141,-122.212,3060.0,11275,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
125,445000.0,3,2.25,2100.0,8201.0,1.0,2,8,1620.0,480,51,47.5091,-122.244,2660.0,8712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,260000.0,4,2.25,2160.0,8811.0,1.0,0,8,1360.0,800,40,47.3129,-122.39,2090.0,8400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,822500.0,5,3.5,2320.0,4960.0,2.0,0,7,1720.0,600,92,47.6763,-122.352,1700.0,4960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,430000.0,4,2.5,2070.0,4310.0,2.0,0,7,2070.0,0,14,47.5319,-121.85,1970.0,3748,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
129,212000.0,3,1.75,1060.0,7875.0,1.0,0,7,1060.0,0,32,47.2761,-122.152,1420.0,7680,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
130,660500.0,4,2.25,2010.0,9603.0,1.0,0,8,1440.0,570,32,47.5343,-122.054,2060.0,9793,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
131,784000.0,3,3.5,3950.0,111078.0,1.5,0,9,2460.0,1490,29,47.696999999999996,-122.072,2480.0,88500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
132,453246.0,3,2.5,2010.0,2287.0,2.0,0,8,1390.0,620,4,47.5517,-121.99799999999999,1690.0,1662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
133,675000.0,4,3.5,2140.0,2278.0,3.0,0,9,2140.0,0,13,47.6734,-122.38,1540.0,2285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
134,199000.0,3,1.75,1320.0,17390.0,1.0,0,7,1320.0,0,62,47.3257,-122.296,1550.0,19265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,220000.0,4,1.75,2020.0,7840.0,1.0,0,7,1010.0,1010,50,47.3309,-122.29899999999999,1750.0,8140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,452000.0,4,2.25,2590.0,10002.0,1.0,0,8,1340.0,1250,50,47.7689,-122.266,1550.0,10436,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
137,382500.0,2,1.0,1190.0,4440.0,1.0,0,6,1190.0,0,37,47.7135,-122.287,1060.0,5715,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
138,519950.0,3,2.25,1170.0,1249.0,3.0,0,8,1170.0,0,4,47.6722,-122.381,1350.0,1310,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
139,665000.0,2,1.0,1110.0,3200.0,1.0,0,7,1110.0,0,93,47.6338,-122.35799999999999,1170.0,3600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
140,527700.0,5,2.5,2820.0,9375.0,1.0,0,8,1550.0,1270,50,47.5707,-122.12799999999999,2820.0,9375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
141,205000.0,3,1.0,1610.0,8579.0,1.0,0,7,1010.0,600,56,47.4563,-122.171,1610.0,8579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
142,420000.0,3,1.0,1060.0,8097.0,1.0,0,7,940.0,120,95,47.7144,-122.351,1560.0,7940,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,500000.0,4,2.25,2030.0,8517.0,1.0,0,8,1380.0,650,57,47.5495,-122.17399999999999,2230.0,8824,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
